山西联通-组播1,#genre#
辽宁卫视,http://183.184.147.154:8001/rtp/226.0.1.177:3101
重庆卫视,http://183.184.147.154:8001/rtp/226.0.1.178:3102
青海卫视,http://183.184.147.154:8001/rtp/226.0.1.59:3043
黑龙江卫视,http://183.184.147.154:8001/rtp/226.0.1.151:3080
山西卫视,http://183.184.147.154:8001/rtp/226.0.1.156:3085
山西卫视,http://183.184.147.154:8001/rtp/226.0.1.85:2001
黄河卫视,http://183.184.147.154:8001/rtp/226.0.1.84:2002
山西影视,http://183.184.147.154:8001/rtp/226.0.1.82:2004
山西文体生活,http://183.184.147.154:8001/rtp/226.0.1.200:2006
山西社会与法治,http://183.184.147.154:8001/rtp/226.0.1.83:2005
山西经济与科技,http://183.184.147.154:8001/rtp/226.0.1.81:2003
太原新闻综合,http://183.184.147.154:8001/rtp/226.0.1.225:2001
太原社教法制,http://183.184.147.154:8001/rtp/226.0.1.227:2003
太原教育,http://183.184.147.154:8001/rtp/226.0.1.230:2006
东方财经,http://183.184.147.154:8001/rtp/226.0.1.76:3118
乐游,http://183.184.147.154:8001/rtp/226.0.1.198:2103
动漫秀场,http://183.184.147.154:8001/rtp/226.0.1.190:3113
游戏风云,http://183.184.147.154:8001/rtp/226.0.1.173:2096
生活时尚,http://183.184.147.154:8001/rtp/226.0.1.196:2101
都市剧场,http://183.184.147.154:8001/rtp/226.0.1.174:2098
文物宝库,http://183.184.147.154:8001/rtp/226.0.1.110:3190
武术世界,http://183.184.147.154:8001/rtp/226.0.1.97:3197
法治天地,http://183.184.147.154:8001/rtp/226.0.1.176:2100
金鹰卡通,http://183.184.147.154:8001/rtp/226.0.1.41:3012
金鹰卡通,http://183.184.147.154:8001/rtp/226.0.1.90:2078
金鹰纪实,http://183.184.147.154:8001/rtp/226.0.1.203:2086
