重庆联通-组播1,#genre#
精彩影视,http://58.17.134.3:8001/rtp/225.0.4.231:7980$1080p
金鹰卡通,http://58.17.134.3:8001/rtp/225.0.4.46:7980$576p
华数,http://58.17.134.3:8001/rtp/225.0.4.47:7980$1080p
华数1,http://58.17.134.3:8001/rtp/225.0.4.48:7980$1080p
华数2,http://58.17.134.3:8001/rtp/225.0.4.49:7980$1080p
华数3,http://58.17.134.3:8001/rtp/225.0.4.50:7980$1080p
华数4,http://58.17.134.3:8001/rtp/225.0.4.52:7980$1080p
华数5,http://58.17.134.3:8001/rtp/225.0.4.53:7980
华数6,http://58.17.134.3:8001/rtp/225.0.4.54:7980
华数7,http://58.17.134.3:8001/rtp/225.0.4.55:7980$1080p
华数8,http://58.17.134.3:8001/rtp/225.0.4.57:7980
华数9,http://58.17.134.3:8001/rtp/225.0.4.145:7980
华数10,http://58.17.134.3:8001/rtp/225.0.4.146:7980$1080p
华数11,http://58.17.134.3:8001/rtp/225.0.4.147:7980$1080p
华数12,http://58.17.134.3:8001/rtp/225.0.4.152:7980$1080p
华数13,http://58.17.134.3:8001/rtp/225.0.4.158:7980$1080p
华数14,http://58.17.134.3:8001/rtp/225.0.4.169:7980$1080p
华数15,http://58.17.134.3:8001/rtp/225.0.4.170:7980$1080p
华数16,http://58.17.134.3:8001/rtp/225.0.4.171:7980$1080p
华数17,http://58.17.134.3:8001/rtp/225.0.4.172:7980$1080p
华数18,http://58.17.134.3:8001/rtp/225.0.4.226:7980$2160p

重庆联通-组播3,#genre#


