广东电信-组播1,#genre#
惠州都市生活,http://113.101.245.37:9988/udp/239.77.0.248:5146
惠州都市生活,http://113.101.245.37:9988/udp/239.77.1.173:5146
惠州都市生活,http://113.101.245.37:9988/udp/239.77.1.233:5146
揭阳综合,http://113.101.245.37:9988/udp/239.77.0.157:5146
揭阳综合,http://113.101.245.37:9988/udp/239.77.0.229:5146$1080p
梅州综合,http://113.101.245.37:9988/rtp/239.253.43.123:5146
梅州客家生活,http://113.101.245.37:9988/udp/239.253.43.124:5146
汕头综合,http://113.101.245.37:9988/udp/239.253.43.30:5146
汕头综合,http://113.101.245.37:9988/udp/239.253.43.45:5146
汕头综合,http://113.101.245.37:9988/udp/239.77.1.130:5146
汕头经济生活,http://113.101.245.37:9988/udp/239.253.43.43:5146
汕头经济生活,http://113.101.245.37:9988/udp/239.253.43.46:5146$1080p
汕头经济生活,http://113.101.245.37:9988/udp/239.77.1.131:5146
汕尾综合,http://113.101.245.37:9988/udp/239.77.0.25:5146$1080p
汕尾综合,http://113.101.245.37:9988/udp/239.77.1.189:5146
江门综合,http://113.101.245.37:9988/udp/239.77.0.201:5146$1080p
江门综合,http://113.101.245.37:9988/udp/239.77.0.195:5146
河源综合,http://113.101.245.37:9988/udp/239.253.43.213:5146$480p
河源综合,http://113.101.245.37:9988/udp/239.253.43.215:5146
河源生活,http://113.101.245.37:9988/udp/239.253.43.214:5146
河源生活,http://113.101.245.37:9988/udp/239.253.43.216:5146
清远新闻综合,http://113.101.245.37:9988/udp/239.253.43.31:5146
清远新闻综合,http://113.101.245.37:9988/udp/239.253.43.33:5146$1080p
湛江新闻综合,http://113.101.245.37:9988/udp/239.77.0.120:5146
湛江新闻综合,http://113.101.245.37:9988/udp/239.77.0.141:5146$1080p
潮州民生,http://113.101.245.37:9988/udp/239.253.43.75:5146$1080p
珠海新闻综合,http://113.101.245.37:9988/udp/239.77.0.155:5146$1080p
珠海新闻综合,http://113.101.245.37:9988/udp/239.77.1.230:5146
肇庆综合,http://113.101.245.37:9988/udp/239.253.43.1:5146
肇庆综合,http://113.101.245.37:9988/udp/239.253.43.3:5146
茂名综合,http://113.101.245.37:9988/udp/239.77.0.204:5146
茂名综合,http://113.101.245.37:9988/udp/239.77.0.206:5146$1080p
阳江综合,http://113.101.245.37:9988/udp/239.253.43.82:5146$1080p
韶关新闻综合,http://113.101.245.37:9988/udp/239.77.0.116:5146
韶关新闻综合,http://113.101.245.37:9988/udp/239.77.0.117:5146$1080p

书画,http://113.101.245.37:9988/udp/239.77.1.115:5146
优漫卡通,http://113.101.245.37:9988/udp/239.77.0.222:5146$576p
优漫卡通,http://113.101.245.37:9988/udp/239.77.1.79:5146
华数,http://113.101.245.37:9988/udp/239.77.0.103:5146$1080p
华数,http://113.101.245.37:9988/udp/239.77.1.90:5146
华数1,http://113.101.245.37:9988/udp/239.77.1.89:5146
华数2,http://113.101.245.37:9988/udp/239.77.1.88:5146
华数3,http://113.101.245.37:9988/udp/239.77.1.83:5146
华数4,http://113.101.245.37:9988/udp/239.77.1.82:5146
华数5,http://113.101.245.37:9988/udp/239.77.1.138:5146
华数6,http://113.101.245.37:9988/udp/239.77.0.109:5146$1080p
华数7,http://113.101.245.37:9988/udp/239.77.0.110:5146$1080p
华数8,http://113.101.245.37:9988/udp/239.77.0.105:5146$1080p
国学频道,http://113.101.245.37:9988/udp/239.77.0.226:5146$576p
国学频道,http://113.101.245.37:9988/udp/239.77.1.105:5146
天元围棋,http://113.101.245.37:9988/udp/239.253.43.98:5146$1080p
IPTV法治,http://113.101.245.37:9988/udp/239.77.1.86:5146
IPTV科教,http://113.101.245.37:9988/udp/239.77.1.85:5146
IPTV戏曲,http://113.101.245.37:9988/udp/239.77.0.100:5146$1080p
IPTV戏曲,http://113.101.245.37:9988/udp/239.77.1.84:5146
IPTV综艺,http://113.101.245.37:9988/udp/239.77.1.78:5146
IPTV围棋,http://113.101.245.37:9988/udp/239.77.1.116:5146
IPTV围棋,http://113.101.245.37:9988/udp/239.77.1.77:5146
IPTV综艺,http://113.101.245.37:9988/udp/239.77.0.107:5146$1080p
IPTV综艺1,http://113.101.245.37:9988/udp/239.77.0.111:5146$1080p
IPTV体育,http://113.101.245.37:9988/udp/239.77.0.176:5146$1080p
IPTV体育,http://113.101.245.37:9988/udp/239.77.0.108:5146$1080p
IPTV科教,http://113.101.245.37:9988/udp/239.77.0.101:5146$1080p
IPTV法治,http://113.101.245.37:9988/udp/239.77.0.102:5146$1080p
山东教育,http://113.101.245.37:9988/udp/239.77.0.83:5146$576p
山东教育,http://113.101.245.37:9988/udp/239.77.1.35:5146
喜粤TV,http://113.101.245.37:9988/udp/239.77.0.186:5146$576p
喜粤TV,http://113.101.245.37:9988/udp/239.77.0.190:5146$576p
喜粤TV,http://113.101.245.37:9988/udp/239.77.0.191:5146$576p
喜粤TV,http://113.101.245.37:9988/udp/239.77.0.193:5146$576p
广播,http://113.101.245.37:9988/udp/239.253.43.119:5146
广播,http://113.101.245.37:9988/udp/239.253.43.12:5146
广播,http://113.101.245.37:9988/udp/239.253.43.7:5146$1080p
广播,http://113.101.245.37:9988/udp/239.77.0.104:5146$1080p
广播,http://113.101.245.37:9988/udp/239.77.0.106:5146$1080p
广播,http://113.101.245.37:9988/udp/239.77.0.162:5146$1080p
广播,http://113.101.245.37:9988/udp/239.77.0.163:5146$1080p
广播,http://113.101.245.37:9988/udp/239.77.1.103:5146
广播,http://113.101.245.37:9988/udp/239.77.1.107:5146
广播,http://113.101.245.37:9988/udp/239.77.1.16:5146
广播,http://113.101.245.37:9988/udp/239.77.1.183:5146
广播,http://113.101.245.37:9988/udp/239.77.1.184:5146
广播,http://113.101.245.37:9988/udp/239.77.1.194:5146
广播,http://113.101.245.37:9988/udp/239.77.1.217:5146
广播,http://113.101.245.37:9988/udp/239.77.1.24:5146
广播,http://113.101.245.37:9988/udp/239.77.1.36:5146
广播,http://113.101.245.37:9988/udp/239.77.1.91:5146
广播,http://113.101.245.37:9988/udp/239.77.1.96:5146
快乐垂钓,http://113.101.245.37:9988/udp/239.77.0.145:5146$1080p
求索纪录,http://113.101.245.37:9988/udp/239.77.0.21:5146$1080p
EBU,http://113.101.245.37:9988/udp/239.253.43.165:5146$576p
环球奇观,http://113.101.245.37:9988/udp/239.253.43.126:5146
环球奇观,http://113.101.245.37:9988/udp/239.77.1.198:5146
睛彩广场舞,http://113.101.245.37:9988/udp/239.77.1.23:5146
睛彩竞技,http://113.101.245.37:9988/udp/239.77.1.20:5146
睛彩篮球,http://113.101.245.37:9988/udp/239.77.1.22:5146
睛彩青少,http://113.101.245.37:9988/udp/239.77.1.21:5146
嘉佳卡通,http://113.101.245.37:9988/udp/239.77.0.15:5146$1080p
重庆汽摩,http://113.101.245.37:9988/udp/239.77.0.209:5146$576p
重庆汽摩,http://113.101.245.37:9988/udp/239.77.1.205:5146
金鹰卡通,http://113.101.245.37:9988/udp/239.77.0.164:5146$1080p
金鹰卡通,http://113.101.245.37:9988/udp/239.77.1.52:5146
金鹰纪实,http://113.101.245.37:9988/udp/239.77.0.160:5146$1080p

广东电信-组播3,#genre#




